index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Fast Food_Count,Universities_Count,Schools_Count,Kindergartens_Count,Hospitals_Count,Pharmacies_Count,Clinics_Count,Malls_Count,Supermarkets_Count,Banks_Count,Fitness Centres_Count,Swimming Pools_Count,Parks_Count,Bus Stops_Count,Restaurants_dist,Fast Food_dist,Universities_dist,Schools_dist,Kindergartens_dist,Hospitals_dist,Pharmacies_dist,Clinics_dist,Malls_dist,Supermarkets_dist,Banks_dist,Fitness Centres_dist,Swimming Pools_dist,Parks_dist,Bus Stops_dist
VISIÓN PRADO (103),-12.0883805,-77.0028373,San Borja,En planos,flat,1,70.26,495040.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X01),-12.0883805,-77.0028373,San Borja,En planos,flat,2,60.58,452651.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X02),-12.0883805,-77.0028373,San Borja,En planos,flat,3,67.47,493982.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X03-I),-12.0883805,-77.0028373,San Borja,En planos,flat,1,50.49,377262.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X03-S),-12.0883805,-77.0028373,San Borja,En planos,flat,1,50.49,362062.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X04-I),-12.0883805,-77.0028373,San Borja,En planos,flat,2,64.21,479781.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
VISIÓN PRADO (X04-S),-12.0883805,-77.0028373,San Borja,En planos,flat,2,64.21,470111.0,45,9,0,13,25,0,17,4,0,2,14,1,0,0,28,0.17579480152702484,0.3089118576629997,,0.9481249761755103,0.46417358778278583,,0.7944365848745574,0.5501741004066479,,0.34175556489899156,0.6211064638240555,0.34942081017269583,,,0.8561906441600855
Amarelo (AM X02),-12.0820967,-77.05922509999999,Jesus Maria,Entrega inmediata,flat,3,75.49,516819.0,30,5,1,26,45,1,12,10,0,0,8,0,0,0,17,0.7221465612489315,0.9983588389101846,0.5869616760123706,0.7414866268368805,0.3232909608841551,0.7951003551895522,0.8517429698735165,0.7625061296676962,,,0.8047659168983416,,,,0.42253190381929345
Amarelo (AM X04),-12.0820967,-77.05922509999999,Jesus Maria,Entrega inmediata,flat,3,76.19,520247.0,30,5,1,26,45,1,12,10,0,0,8,0,0,0,17,0.7221465612489315,0.9983588389101846,0.5869616760123706,0.7414866268368805,0.3232909608841551,0.7951003551895522,0.8517429698735165,0.7625061296676962,,,0.8047659168983416,,,,0.42253190381929345
Amarelo (AM X08B),-12.0820967,-77.05922509999999,Jesus Maria,Entrega inmediata,flat,2,61.53,396838.0,30,5,1,26,45,1,12,10,0,0,8,0,0,0,17,0.7221465612489315,0.9983588389101846,0.5869616760123706,0.7414866268368805,0.3232909608841551,0.7951003551895522,0.8517429698735165,0.7625061296676962,,,0.8047659168983416,,,,0.42253190381929345
Amarelo (AM X09B),-12.0820967,-77.05922509999999,Jesus Maria,Entrega inmediata,flat,2,61.57,400295.0,30,5,1,26,45,1,12,10,0,0,8,0,0,0,17,0.7221465612489315,0.9983588389101846,0.5869616760123706,0.7414866268368805,0.3232909608841551,0.7951003551895522,0.8517429698735165,0.7625061296676962,,,0.8047659168983416,,,,0.42253190381929345
AMADEUS (TIPO B),-12.0996022,-76.99078879999999,San Borja,En planos,flat,3,92.8,843750.0,8,0,0,10,19,0,1,1,0,1,3,0,0,0,11,0.6354285913295659,,,0.9991106786028726,0.9773649193327574,,0.47327866660254153,0.742690452385293,,0.5000452185094968,0.25528274008608165,,,,0.43719490378254794
Orquídea (ORQ X02),-12.0812973,-77.03167479999999,Lince,En planos,flat,1,37.6,264830.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X05),-12.0812973,-77.03167479999999,Lince,En planos,flat,2,48.64,291600.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X11),-12.0812973,-77.03167479999999,Lince,En planos,flat,2,50.12,309600.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X10),-12.0812973,-77.03167479999999,Lince,En planos,flat,2,53.56,321142.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X06),-12.0812973,-77.03167479999999,Lince,En planos,flat,2,52.86,317965.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X07),-12.0812973,-77.03167479999999,Lince,En planos,flat,2,55.38,328765.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
Orquídea (ORQ X08),-12.0812973,-77.03167479999999,Lince,En planos,flat,3,66.43,394242.0,77,4,2,34,22,0,40,6,0,3,22,0,0,0,32,0.9490246844520694,0.2200550518647263,0.8942849679654101,0.32925774868477564,0.9725811091467378,,0.5851142007512942,0.9189984815856796,,0.44119312705903424,0.4669872370687675,,,,0.5677141433738966
PIETRA D' AVANTI (A),-12.0767242,-77.0983186,San Miguel,En construcción,flat,1,61.42,378823.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (B),-12.0767242,-77.0983186,San Miguel,En construcción,flat,2,61.96,374715.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (C),-12.0767242,-77.0983186,San Miguel,En construcción,flat,1,42.58,279238.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (D),-12.0767242,-77.0983186,San Miguel,En construcción,flat,3,79.07,452141.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (E),-12.0767242,-77.0983186,San Miguel,En construcción,flat,2,64.12,395256.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (F),-12.0767242,-77.0983186,San Miguel,En construcción,flat,1,38.96,256773.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (G),-12.0767242,-77.0983186,San Miguel,En construcción,flat,3,71.65,418284.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
PIETRA D' AVANTI (H),-12.0767242,-77.0983186,San Miguel,En construcción,flat,1,29.64,201295.0,15,4,0,23,49,0,2,3,0,0,8,2,0,0,9,0.8510416038223451,0.9332180497809447,,0.7017816060239406,0.9480440391439267,,0.8495175834725553,0.7716322160084762,,,0.5133095801316968,0.7711125606480874,,,0.21179293735384258
OCEANIKA (Tipo 1),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,45.18,346587.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 2),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,41.22,296000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 3),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,32.86,310000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 4),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,32.86,310000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 5),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,35.98,317257.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 6),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,41.23,353985.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 7),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,41.23,353175.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 8),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.45,310000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 9),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.2,310000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 10),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,35.98,290000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 11),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,32.86,290000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 12),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.45,290000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 13),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,35.98,296000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 14),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.45,296000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 15),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.2,296000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 16),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.2,296000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 17),-12.0922058,-77.0811342,San Miguel,En planos,flat,1,33.2,310000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
OCEANIKA (Tipo 17),-12.0922058,-77.0811342,San Miguel,En planos,duplex,2,55.13,400000.0,25,3,0,18,32,0,12,2,1,1,4,0,0,0,4,0.8785936961486103,0.9112755097381775,,0.9380480545318098,0.8713820108054972,,0.783659496172785,0.745844747189627,0.8651269947376631,0.7085295964214178,0.9795275059456814,,,,0.26769216915690175
MANDRA (Tipo 19),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,44.58,420808.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 3),-12.1110063,-77.0505041,Miraflores,En construcción,flat,2,85.49,661314.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 6),-12.1110063,-77.0505041,Miraflores,En construcción,flat,2,83.09,732771.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 7),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,44.58,428813.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 8),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,45.51,416748.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 9),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,46.79,414449.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 1),-12.1110063,-77.0505041,Miraflores,En construcción,flat,3,99.61,817638.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 2),-12.1110063,-77.0505041,Miraflores,En construcción,flat,3,103.62,877419.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 5),-12.1110063,-77.0505041,Miraflores,En construcción,flat,2,84.53,679204.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 14),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,48.89,420172.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 16),-12.1110063,-77.0505041,Miraflores,En construcción,flat,3,188.49,1291542.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 20),-12.1110063,-77.0505041,Miraflores,En construcción,flat,1,55.73,447773.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
MANDRA (Tipo 21),-12.1110063,-77.0505041,Miraflores,En construcción,flat,2,76.2,613580.0,24,5,0,1,8,0,8,2,0,3,3,0,0,0,7,0.4695452714826692,0.8765097236514587,,0.923073965122184,0.49259629041292335,,0.992445943741165,0.6804514147974133,,0.9566567529356365,0.8138514520631772,,,,0.44456476562950564
Roosevelt 6000 - Departamentos (DPTO-X05),-12.1233719092039,-77.01793227785672,Miraflores,Entrega inmediata,flat,2,93.9,735000.0,59,8,0,11,24,0,16,4,0,2,12,2,0,0,9,0.9097007140538911,0.8735353310916889,,0.7706671114474047,0.23232802043922704,,0.49318487349718737,0.3750729774602226,,0.8364796420020107,0.3778859628955252,0.814810574069036,,,0.7923296114768547
Roosevelt 6000 - Departamentos (DUPLEX-X06),-12.1233719092039,-77.01793227785672,Miraflores,Entrega inmediata,duplex,2,171.51,1170000.0,59,8,0,11,24,0,16,4,0,2,12,2,0,0,9,0.9097007140538911,0.8735353310916889,,0.7706671114474047,0.23232802043922704,,0.49318487349718737,0.3750729774602226,,0.8364796420020107,0.3778859628955252,0.814810574069036,,,0.7923296114768547
Roosevelt 6000 - Departamentos (DUPLEX-X03),-12.1233719092039,-77.01793227785672,Miraflores,Entrega inmediata,duplex,3,195.03,1287000.0,59,8,0,11,24,0,16,4,0,2,12,2,0,0,9,0.9097007140538911,0.8735353310916889,,0.7706671114474047,0.23232802043922704,,0.49318487349718737,0.3750729774602226,,0.8364796420020107,0.3778859628955252,0.814810574069036,,,0.7923296114768547
SAN FELIPE 1190 (Tipo 101),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,1,63.0,457000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 102),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,1,47.0,440000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 204),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,2,66.5,464000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 4),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,2,62.0,421000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 205),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,1,51.0,418000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 5),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,2,56.5,469000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 7),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,2,59.8,413000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 1),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,3,76.0,636000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 2),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,3,77.5,623000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 3),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,3,77.0,620000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 5B),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,3,56.5,462000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 6B),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,flat,1,52.5,363000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
SAN FELIPE 1190 (Tipo 6),-12.081844716493183,-77.04611061233837,Jesus Maria,En planos,duplex,1,52.5,377000.0,52,6,0,23,35,0,27,8,1,1,10,0,0,0,8,0.4569933564814134,0.9954012013854522,,0.8296139310174324,0.5627113533632352,,0.7083261762269992,0.9720340898114718,0.7743249220018671,0.8894788893173908,0.9214710836455098,,,,0.7609341465567215
More + (Piso 1),-12.079714996986926,-77.05609912972689,Jesus Maria,En construcción,flat,2,72.67,488319.0,45,8,1,23,43,1,21,9,1,1,13,2,0,0,17,0.9619828627294571,0.5738263207508406,0.6114693551466641,0.5935615686266031,0.9886483564188904,0.9023062207382764,0.8111542027689886,0.33200131689675744,0.7830689494189682,0.9467366225896489,0.9666831700646299,0.9137915325053338,,,0.9582695451811596
More + (Tipo x01),-12.079714996986926,-77.05609912972689,Jesus Maria,En construcción,flat,2,61.99,453063.0,45,8,1,23,43,1,21,9,1,1,13,2,0,0,17,0.9619828627294571,0.5738263207508406,0.6114693551466641,0.5935615686266031,0.9886483564188904,0.9023062207382764,0.8111542027689886,0.33200131689675744,0.7830689494189682,0.9467366225896489,0.9666831700646299,0.9137915325053338,,,0.9582695451811596
