index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio
Tree San Isidro (Tipo 3),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,54.53,404779.0
Tree San Isidro (Tipo 5),-12.0914909,-77.0297293,San Isidro,En construcción,flat,2,49.13,365808.0
Tree San Isidro (Tipo 8),-12.0914909,-77.0297293,San Isidro,En construcción,flat,3,81.94,692373.0
Tree San Isidro (Tipo 9),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,54.22,408576.0
Tree San Isidro (Tipo 10),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,39.97,383900.0
Tree San Isidro (Tipo 6),-12.0914909,-77.0297293,San Isidro,En construcción,flat,2,47.84,415769.0
Tree San Isidro (Tipo 7),-12.0914909,-77.0297293,San Isidro,En construcción,flat,3,61.13,532547.0
Tree San Isidro (Tipo 11),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,42.89,326592.0
Magnolia (3),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,3,78.78,466519.0
Magnolia (4),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.49,388931.0
Magnolia (6b),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.86,427621.0
Magnolia (6),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.68,391818.0
Magnolia (10a),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,58.8,363423.0
Magnolia (9),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,3,73.41,441054.0
Magnolia (11),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,55.96,362692.0
Residencial Parque Martí (T1),-12.0719233,-77.10189869999999,San Miguel,En construcción,flat,3,75.0,500000.0
Residencial Parque Martí (T2),-12.0719233,-77.10189869999999,San Miguel,En construcción,flat,3,73.0,470000.0
Residencial Parque Martí (T3),-12.0719233,-77.10189869999999,San Miguel,En construcción,duplex,3,116.0,690000.0
Residencial Parque Martí (T4),-12.0719233,-77.10189869999999,San Miguel,En construcción,duplex,3,182.0,775000.0
Valente 2 (2D - 03),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,62.11,413476.0
Valente 2 (2D - 04),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,60.82,396634.0
Valente 2 (2D - 05),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,63.17,415956.0
Valente 2 (2D - 09),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,67.83,460844.0
Valente 2 (1D - 01),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,1,52.34,330000.0
Valente 2 (2D - 09A),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,67.79,438120.0
Bertolotto - Etapa II (4),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,4,93.15,577665.0
Bertolotto - Etapa II (5),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,2,62.99,401001.0
Bertolotto - Etapa II (1),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,76.04,471559.0
Bertolotto - Etapa II (2),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,71.79,449142.0
Bertolotto - Etapa II (3),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,72.04,473636.0
IGNACIO MERINO 621 (Tipo 1),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,1,83.79,801243.75
IGNACIO MERINO 621 (Tipo 2),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,2,123.41,1180110.0
IGNACIO MERINO 621 (Tipo 3),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,1,86.3,825243.75
IGNACIO MERINO 621 (Tipo 5),-12.112235961888032,-77.04500554213843,Miraflores,En planos,duplex,2,179.25,1498207.5
BORGOÑO 1135 (6),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,73.9,635156.25
BORGOÑO 1135 (7),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,82.64,774750.0
BORGOÑO 1135 (8),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,3,97.5,914062.5
BORGOÑO 1135 (11),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,61.64,579187.5
BORGOÑO 1135 (9),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,60.73,569343.75
BORGOÑO 1135 (10),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,76.92,721125.0
BORGOÑO 1135 (12),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,81.43,763406.25
BORGOÑO 1135 (13),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,4,144.65,1356281.25
BORGOÑO 1135 (14),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,60.1,563437.5
BORGOÑO 1135 (15),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,61.78,579187.5
BORGOÑO 1135 (2),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,97.51,914062.5
BORGOÑO 1135 (3),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,93.12,873000.0
BORGOÑO 1135 (4),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,93.85,879843.75
BORGOÑO 1135 (16),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,3,165.72,1341705.0
SALAVERRY 2431 (Tipo X03),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,43.8,375000.0
SALAVERRY 2431 (Tipo X04),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,41.0,390000.0
SALAVERRY 2431 (Tipo X05),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,41.0,382000.0
SALAVERRY 2431 (Tipo X06),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,55.75,507000.0
SALAVERRY 2431 (Tipo X07),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,55.55,497000.0
SALAVERRY 2431 (Tipo X08),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,56.6,472000.0
SALAVERRY 2431 (Tipo X09),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,59.9,545000.0
SALAVERRY 2431 (Tipo X10),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,91.55,810000.0
SALAVERRY 2431 (Tipo X11),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,86.5,690000.0
SALAVERRY 2431 (Tipo X01),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,82.55,765000.0
SALAVERRY 2431 (Tipo X02),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,82.8,715000.0
SKY PARK (909),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (1002),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,727000.0
SKY PARK (1005),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,709000.0
SKY PARK (1108),-12.0956057,-76.9882326,San Borja,En planos,flat,1,37.95,258000.0
SKY PARK (SS01),-12.0956057,-76.9882326,San Borja,En planos,flat,3,112.05,764000.0
SKY PARK (SS02),-12.0956057,-76.9882326,San Borja,En planos,flat,2,101.17,666000.0
SKY PARK (SS03),-12.0956057,-76.9882326,San Borja,En planos,flat,1,85.88,576000.0
SKY PARK (SS05),-12.0956057,-76.9882326,San Borja,En planos,flat,2,139.6,838000.0
SKY PARK (101),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.95,665000.0
SKY PARK (104),-12.0956057,-76.9882326,San Borja,En planos,flat,3,93.23,717000.0
SKY PARK (106),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0
SKY PARK (107),-12.0956057,-76.9882326,San Borja,En planos,flat,1,38.41,261000.0
SKY PARK (202),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,672000.0
SKY PARK (206),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0
SKY PARK (207),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,325000.0
SKY PARK (301),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.56,678000.0
SKY PARK (302),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,672000.0
SKY PARK (306),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0
SKY PARK (307),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0
SKY PARK (309),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (401),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.56,711000.0
SKY PARK (405),-12.0956057,-76.9882326,San Borja,En planos,flat,3,80.6,671000.0
SKY PARK (406),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0
SKY PARK (407),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0
SKY PARK (409),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (507),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0
SKY PARK (509),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (601),-12.0956057,-76.9882326,San Borja,En planos,flat,3,82.88,705000.0
SKY PARK (605),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,693000.0
SKY PARK (607),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.3,340000.0
SKY PARK (609),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (701),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.22,740000.0
SKY PARK (705),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,693000.0
SKY PARK (708),-12.0956057,-76.9882326,San Borja,En planos,flat,1,37.95,266000.0
SKY PARK (709),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0
SKY PARK (802),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.58,724000.0
SKY PARK (805),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,693000.0
SKY PARK (901),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.22,740000.0
SKY PARK (902),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,727000.0
SKY PARK (905),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,709000.0
Proyecto Libertad (A),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,1,30.0,230000.0
Proyecto Libertad (B),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,3,60.0,384000.0
Proyecto Libertad (C),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,2,47.0,277500.0
Proyecto Libertad (G),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,1,46.0,286500.0
Proyecto Libertad (D),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,1,23.0,180700.0
Proyecto Libertad (E),-12.087824627090738,-77.08451986312866,San Miguel,En planos,flat,2,48.0,285800.0
Proyecto Libertad (F),-12.087824627090738,-77.08451986312866,San Miguel,En planos,duplex,1,42.0,311800.0
Colón 524 (TIPO 103),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,80.5,828375.0
Colón 524 (TIPO 201),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,101.4,1030125.0
Colón 524 (TIPO 202),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,103.9,1068750.0
Colón 524 (TIPO Y03),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,75.4,767625.0
Colón 524 (TIPO Y05),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,75.3,769500.0
Colón 524 (TIPO X01),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,102.9,1039875.0
Colón 524 (TIPO X02),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,105.4,1078125.0
Colón 524 (TIPO X03),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,76.0,774000.0
Colón 524 (TIPO X04),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,74.1,728250.0
Colón 524 (TIPO X05),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,73.6,766875.0
Colón 524 (TIPO Y01),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,101.4,1038000.0
Colón 524 (TIPO Y02),-12.1282973,-77.031466,Miraflores,En construcción,flat,3,103.9,1077000.0
Colón 524 (TIPO Y03),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,75.4,767625.0
Colón 524 (TIPO Y04),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,74.8,741750.0
Colón 524 (TIPO Y05),-12.1282973,-77.031466,Miraflores,En construcción,flat,2,75.3,771375.0
Colón 524 (TIPO 102),-12.1282973,-77.031466,Miraflores,En construcción,duplex,3,185.0,1588500.0
Colón 524 (TIPO 1001),-12.1282973,-77.031466,Miraflores,En construcción,duplex,3,209.0,1774500.0
Colón 524 (TIPO 1003),-12.1282973,-77.031466,Miraflores,En construcción,duplex,2,153.0,1301625.0
Colón 524 (TIPO 1004),-12.1282973,-77.031466,Miraflores,En construcción,duplex,3,148.0,1216500.0
Novara (X02),-12.122544661911917,-77.0244692526943,Miraflores,Entrega inmediata,flat,3,120.14,822210.0
Novara (X01),-12.122544661911917,-77.0244692526943,Miraflores,Entrega inmediata,flat,3,122.06,750000.0
EDIFICIO BLEND (2),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,3,70.46,532000.0
EDIFICIO BLEND (3),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,3,71.51,498400.0
EDIFICIO BLEND (4),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,3,65.64,461600.0
EDIFICIO BLEND (5),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,2,54.9,394300.0
EDIFICIO BLEND (6),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,2,66.59,467600.0
EDIFICIO BLEND (7),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,3,68.72,480900.0
EDIFICIO BLEND (8),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,1,43.37,322000.0
EDIFICIO BLEND (9),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,1,40.0,300800.0
EDIFICIO BLEND (1),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,flat,3,71.19,558600.0
EDIFICIO BLEND (1),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,duplex,3,138.51,870700.0
EDIFICIO BLEND (2),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,duplex,3,139.1,881600.0
EDIFICIO BLEND (3),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,duplex,3,132.43,791200.0
EDIFICIO BLEND (6),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,duplex,4,133.11,795100.0
EDIFICIO BLEND (7),-12.071545669307062,-77.04686880983182,Jesus Maria,En planos,duplex,3,133.97,797200.0
EDIFICIO HAMPTONS (Dpto 203),-12.093134142491394,-77.03186048321159,San Isidro,Entrega inmediata,flat,1,47.75,431250.0
The Met (Tipo 1),-12.127713501448744,-77.02484068000494,Miraflores,Entrega inmediata,flat,3,83.05,885867.0
The Met (Tipo 2),-12.127713501448744,-77.02484068000494,Miraflores,Entrega inmediata,flat,3,83.37,889280.0
The Met (Tipo 3),-12.127713501448744,-77.02484068000494,Miraflores,Entrega inmediata,flat,3,65.08,715182.0
COSMOS (1),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,61.13,598770.0
COSMOS (8a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,67.59,699810.0
COSMOS (10a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,74.94,818062.5
COSMOS (7a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,66.01,770088.75
COSMOS (9a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,70.08,765011.25
COSMOS (5),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,61.38,598683.75
COSMOS (8),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,67.59,713748.75
COSMOS (10),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,72.37,792993.75
COSMOS (7),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,65.29,775155.0
COSMOS (9),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,70.09,779576.25
COSMOS (6),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,64.31,683936.25
COSMOS (8b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,66.64,695471.25
COSMOS (10b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,74.02,820233.75
COSMOS (7b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,65.26,766725.0
COSMOS (9b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,68.76,756273.75
COSMOS (6b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,64.85,681656.25
COSMOS (8c),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,66.34,695077.5
COSMOS (10c),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,74.45,821928.75
COSMOS (7c),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,65.29,769770.0
COSMOS (9c),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,68.64,757785.0
COSMOS (6c),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,65.66,692876.25
COSMOS (12),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,84.82,877567.5
COSMOS (11),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,81.47,916233.75
COSMOS (15),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,104.03,1208958.75
COSMOS (13),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,89.42,1005641.25
COSMOS (16),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,3,109.37,1218517.5
COSMOS (11a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,82.29,928848.75
COSMOS (15a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,102.55,1195991.25
COSMOS (13a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,83.62,943860.0
COSMOS (16a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,3,108.53,1204683.75
COSMOS (11b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,82.1,933476.25
COSMOS (15b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,103.58,1204451.25
COSMOS (13b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,90.0,1023300.0
COSMOS (14),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,89.42,1027770.0
COSMOS (14b),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,90.0,1038150.0
COSMOS (14a),-12.118554202086711,-77.03987712638173,Miraflores,En planos,flat,2,83.62,971456.25
COSMOS (20),-12.118554202086711,-77.03987712638173,Miraflores,En planos,duplex,2,144.64,1532051.25
COSMOS (19),-12.118554202086711,-77.03987712638173,Miraflores,En planos,duplex,2,140.61,1459976.25
COSMOS (17),-12.118554202086711,-77.03987712638173,Miraflores,En planos,duplex,2,129.96,1418943.75
Esencial (X01),-12.0881635,-77.0465631,Lince,Entrega inmediata,flat,3,65.03,547000.0
Esencial (X02),-12.0881635,-77.0465631,Lince,Entrega inmediata,flat,2,57.27,507000.0
Esencial (X07),-12.0881635,-77.0465631,Lince,Entrega inmediata,flat,2,65.29,519000.0
Esencial (Departamento 2002),-12.0881635,-77.0465631,Lince,Entrega inmediata,duplex,1,110.78,842000.0
Esencial (Departamento 2003),-12.0881635,-77.0465631,Lince,Entrega inmediata,duplex,1,86.15,646000.0
Esencial (Departamento 2004),-12.0881635,-77.0465631,Lince,Entrega inmediata,duplex,1,88.04,677000.0
Esencial (Departamento 2007),-12.0881635,-77.0465631,Lince,Entrega inmediata,duplex,2,126.82,951000.0
Esencial (X06),-12.0881635,-77.0465631,Lince,Entrega inmediata,duplex,2,66.78,559000.0
Celeste (Tipo X01),-12.1184239,-77.0067938,Surquillo,En planos,flat,2,61.25,391711.0
Celeste (Tipo X02A),-12.1184239,-77.0067938,Surquillo,En planos,flat,3,82.75,569892.0
Celeste (X03B),-12.1184239,-77.0067938,Surquillo,En planos,flat,3,83.25,602267.0
Celeste (Duplex 1101),-12.1184239,-77.0067938,Surquillo,En planos,duplex,3,116.0,687410.0
Celeste (Duplex 1102),-12.1184239,-77.0067938,Surquillo,En planos,duplex,2,129.75,703603.0
Celeste (Duplex 1103),-12.1184239,-77.0067938,Surquillo,En planos,duplex,2,101.25,568611.0
Celeste (Duplex 1104),-12.1184239,-77.0067938,Surquillo,En planos,duplex,2,118.75,709851.0
PRIME (A),-12.088412,-77.0474289,Lince,En construcción,flat,3,145.64,918000.0
PRIME (B),-12.088412,-77.0474289,Lince,En construcción,flat,3,131.14,763000.0
PRIME (C),-12.088412,-77.0474289,Lince,En construcción,flat,3,85.09,655000.0
PRIME (E),-12.088412,-77.0474289,Lince,En construcción,flat,3,87.63,641000.0
PRIME (F),-12.088412,-77.0474289,Lince,En construcción,duplex,2,101.39,622000.0
Aura Apartments (1),-12.0777991,-77.09675759999999,San Miguel,En planos,flat,3,70.69,434900.0
Aura Apartments (2),-12.0777991,-77.09675759999999,San Miguel,En planos,flat,3,79.72,464900.0
Aura Apartments (3A),-12.0777991,-77.09675759999999,San Miguel,En planos,flat,3,64.61,398500.0
Aura Apartments (3B),-12.0777991,-77.09675759999999,San Miguel,En planos,flat,2,56.48,344500.0
LUM (TIPO A),-12.0831639,-77.08461799999999,San Miguel,En planos,flat,1,40.65,279784.0
LUM (TIPO B),-12.0831639,-77.08461799999999,San Miguel,En planos,duplex,2,116.0,740202.0
Parque Gonzales Prada 2 (Duplex 03),-12.1331692,-77.0188752,Barranco,Entrega inmediata,duplex,3,114.24,686250.0
Camelia (CAM-101),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,89.17,533061.0
Camelia (CAM-201),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,56.77,353465.0
Camelia (CAM-204),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,56.97,353465.0
Camelia (CAM-205AL505),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,52.57,326166.0
Camelia (CAM-207),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,58.96,385257.0
"Camelia (CAM-209,310AL510)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,3,70.83,439458.0
Camelia (CAM-301AL2501),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,56.77,344071.0
Camelia (CAM-304AL2304),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,56.97,344071.0
"Camelia (CAM-2404,2504)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,57.01,356063.0
Camelia (CAM-308),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,1,39.08,257889.0
Camelia (CAM-X07 PAR),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,3,73.24,460449.0
Camelia (CAM-X08 PAR),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,1,40.1,257889.0
Camelia (CAM-X07 IMPAR),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,3,75.15,472457.0
Camelia (CAM-X08 IMPAR),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,1,38.73,252103.0
Camelia (CAM-605AL1005),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,52.38,324987.0
"Camelia (CAM-609,809,1009)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,57.79,375652.0
Camelia (CAM-610AL1010),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,3,70.43,436976.0
"Camelia (CAM-709,909)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,57.39,375652.0
Camelia (CAM-1102AL2502),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,1,35.47,215420.0
Camelia (CAM-1105AL2205),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,52.19,315202.0
Camelia (CAM-2305),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,51.08,319027.0
Camelia (CAM-2405),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,40.87,254417.0
"Camelia (CAM-1109,1309,1509,1709,1909,2109,2309,2509)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,57.1,366172.0
Camelia (CAM-1110AL2510),-12.0651697,-77.0428974,Jesus Maria,En planos,flat,3,70.04,420120.0
"Camelia (CAM-1209,1409,1609,1809,2009,2209,2409)",-12.0651697,-77.0428974,Jesus Maria,En planos,flat,2,57.49,366172.0
Emerald Pueblo Libre 2 (Piso 1 - X7),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,63.55,417998.0
Emerald Pueblo Libre 2 (Piso 1 - X10),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,85.21,499452.0
Emerald Pueblo Libre 2 (Piso 1 - X11),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,84.55,493676.0
Emerald Pueblo Libre 2 (Piso 1 - X12),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,75.27,472116.0
Emerald Pueblo Libre 2 (Piso 2 - X1),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,60.88,411036.0
Emerald Pueblo Libre 2 (Piso 2 - X9),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,64.07,439514.0
Emerald Pueblo Libre 2 (Piso 2 - X10),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,58.34,397281.0
Emerald Pueblo Libre 2 (Piso 2 - X11),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,58.96,395770.0
Emerald Pueblo Libre 2 (Piso 2 - X12),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,59.78,400530.0
Emerald Pueblo Libre 2 (X1),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,60.88,398251.0
Emerald Pueblo Libre 2 (X2),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,65.64,422593.0
Emerald Pueblo Libre 2 (X3),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,72.71,497946.0
Emerald Pueblo Libre 2 (X4),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,47.07,357781.0
Emerald Pueblo Libre 2 (X5),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,69.55,470519.0
Emerald Pueblo Libre 2 (X6),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,69.8,467818.0
Emerald Pueblo Libre 2 (X8),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,69.73,469644.0
Emerald Pueblo Libre 2 (X9),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,3,64.07,422215.0
Emerald Pueblo Libre 2 (X10),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,58.34,385152.0
Emerald Pueblo Libre 2 (X11),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,58.96,383512.0
Emerald Pueblo Libre 2 (X12),-12.076693493713218,-77.0567324978256,Pueblo Libre,En construcción,flat,2,59.78,388101.0
